Spezielle Bauarten wie z. B. Mehrkomponenten-Spritzgießmaschinen bieten die Möglichkeit, die häufig geforderten komplexen Formteile aus verschiedenen Farben bzw. Kunststoffarten in einem Verfahrensablauf herzustellen.	neutral	0.4939	positive
Die Schultern werden von einem mit Fransen besetzten Seidenschal, bei Kälte mit einem zusätzlichen Wollschal bedeckt.	neutral	-0.25	negative
Krypto-Anarchisten sehen ein wachsendes Missverhältnis zwischen staatlicher Ermächtigung und Geheimhaltung auf der einen Seite und staatlicher Entmündigung und Überwachung des Bürgers auf der anderen.	neutral	0.2732	positive
Im Winter muss eine festere Weidehütte mit ausreichend Platz für alle Pferde vorhanden sein.	neutral	0.128	positive
Ebenfalls wurden vom Verband die Errichtung von Anlagen für Pferdesport, wie Reithallen, begleitet.	neutral	0.128	positive
Naturdenkmäler * Der Bischofsfelsen ( ) ist ein Aussichtspunkt, der ein Ausblick übers Donautal, die Ruine Schloss Hausen und Schloss Werenwag ermöglicht.	neutral	-0.0772	negative
Literatur * Ortsartikel Perersdorf in Dehio Niederösterreich südlich der Donau.	neutral	0.0	neutral
Internationalen Konferenz zur Geschichte der Sprachwissenschaften (ICHoLS IV), Trier 24-27 1987.	neutral	0.0	neutral
Während die Demonstration friedlich verlief, kam es nach Ende des Straßenfestes auf dem Lausitzer Platz zu Zusammenstößen zwischen Polizei und Demonstranten.	neutral	-0.2023	negative
In den Vergnügungsvierteln der Städte wurden dagegen verschiedenste Kämpfe abgehalten, vor allem um darauf zu wetten.	neutral	-0.4588	negative
Fortsetzung 2006 wurde in japanischen Archiven eine Fortsetzung des Mangas entdeckt und unter dem Titel Shurayuki-hime – Fukkatsu no Shō veröffentlicht.	neutral	-0.296	negative
Neil F. Michelsen und seine Nachfolger setzen mit „The American Sidereal Ephemeris“ diese Grundlagen in astrologische Praxis um: Ihre Ephemeriden liefern die genauen siderischen Daten.	neutral	0.296	positive
Blätter Die unteren Laubblätter sind auf die oft am Grund mehr oder weniger verbundenen Nebenblätter beschränkt, die mittleren und oberen meist auf die großen Nebenblätter und eine einfache oder zweispaltige ca. 3 bis 6 cm lang Ranke.	neutral	0.2415	positive
Die dazu notwendige Geschwindigkeit von 31 Knoten hätte eine Verdopplung der Antriebsleistung notwendig gemacht.	neutral	0.0	neutral
Danach lief sie im Jahr 2013 für die Carolina Elite Cobras in der W-League auf.	neutral	0.0	neutral
Enquist und die Dänin Lone Bastholm – Chefdramaturgin am Königlichen Theater – heirateten im selben Jahr.	neutral	0.4939	positive
Die journalistische Erzählung. 1. Auflage.	neutral	0.0	neutral
Der damalige Lierse SK Spieler Bogaerts sagte, dass der Cercle Vizepräsident Paul Lantsoght in Bestechung engagiert wäre.	neutral	-0.0772	negative
Das Fehlen eines Phonems kann als Morphemform ( Nullmorphem ) bezeichnet werden, etwa wenn eine Flexionsform an der jeweiligen Stelle Phoneme enthält, eine andere dagegen nicht.	neutral	-0.2263	negative
Troll Motorroller des Typs Troll-1 wurden von Januar 1963 bis Dezember 1964 in einer Stückzahl von 56.513 gebaut.	neutral	0.0	neutral
Im Februar, als Konrad II. sein Heer in Augsburg sammelte, vermittelte die Königin Gisela die Versöhnung zwischen Ernst und Konrad.	neutral	0.6705	positive
Sie haben kaum was zu essen und so fristen sie ein karges Leben.	neutral	0.0	neutral
Weitere Preise wurden an die Büros Aidin, Peter Bedner, Mallon, Morandi, Plinston, Valenzuela und Wagner vergeben.	neutral	0.3612	positive
Jeweils zwei Sieger aus der dritten Runde spielten gegeneinander.	neutral	0.0	neutral
Von da führt er durch bewaldetes Gebiet nach Hessel.	neutral	0.3182	positive
Die beiden Wirte Jacob Mair und Lorenz Schiesser leisteten für die „auswärtige“ Braut die von der Stadt Augsburg geforderte Bürgschaft.	neutral	0.0	neutral
"Vielerorts wird frisch gefangener Fisch verkauft, und am stromauf gelegenen Hafenende liegt die Gaststätte ""The Harbour Inn""."	neutral	0.0	neutral
Website des Steirischen Skiverbandes, abgerufen am 6. Oktober 2012.	neutral	0.0	neutral
Neben Bergwerken und Verladehäfen gehört ihm auch ein Großteil des brasilianischen Bahnnetzes. 1997 wurde der Staatsbetrieb privatisiert.	neutral	0.0	neutral
Geboren als Alfred Alvarez, wurde er auf der Oundle School und dem Corpus Christi College in Oxford ausgebildet, wo er sein Examen in Englisch mit Auszeichnung abschloss.	neutral	0.7096	positive
Die Diktatur Unmittelbar nach dem Putsch verbot das Militärregime die linken Parteien der Unidad Popular.	neutral	-0.296	negative
Gegen Ende des 18. Jahrhunderts befanden sich eine Apotheke, ein Garten, eine Betttuchproduktion und andere Einrichtungen im Besitz der Mönche.	neutral	0.0772	positive
Außerdem wird alle vier Jahre ein Landesposaunentag ausgerichtet, zu dem auch immer ein neues Bläserheft herausgegeben wird.	neutral	0.4404	positive
Zuletzt via Wendeltreppe in der Mitte des Kegeldachs gelangt man auf 48 m Höhe und hat von einem Rundgang, der außenliegend oberhalb des Kegeldachs um die Laterne führt, einen guten Ausblick auf die Stadt.	neutral	0.6597	positive
In den ersten Jahrhunderten war der beste Schutz gegen Feinde die Unbekanntheit der kleinen Gemeinschaft.	neutral	0.3612	positive
Während der Probenphase ist das Theater oder Opernhaus über mehrere Wochen geschlossen.	neutral	-0.2878	negative
Größere Verlage würden sich das zwar möglicherweise leisten können, kleinere jedoch müssten auf die Listung im Warensortiment der Buchhandelskette verzichten.	neutral	0.0258	positive
Es erstreckt sich über mehrere Bergketten von der kanadischen Grenze in Maine bis zu den Great Smoky Mountains und weiter nach Alabama im Süden.	neutral	0.0	neutral
Mit Beginn des Ersten Weltkrieges endet die kurze Geschichte von Kabakon als Kokosnuss-Plantage; die Kolonie wird von australischen Soldaten besetzt und Engelhardt mit einem kläglich niedrigen Betrag enteignet.	neutral	-0.3182	negative
Nach 1945 war er mit Heinz Sandauer für den Rundfunk und für das Kabarett Simpl tätig.	neutral	0.2263	positive
Nach dem Mord an dem Filmemacher Theo van Gogh durch einen radikalen Moslem will die niederländische Regierung schärfer gegen gewaltbereite Extremisten vorgehen.	neutral	-0.7964	negative
Bei WEA erschienen die Singles Loving Feeling (1988) und Your Love Takes Me Higher (1989), die ebenfalls nicht die Single-Charts erreichen konnten.	neutral	0.4482	positive
Fünf Fensterrosen lassen Licht in das Gebäude.	neutral	0.0	neutral
Teilnahmeberechtigt sind alle Spieler, die beim Abpfiff noch am Spiel teilnehmen.	neutral	0.0	neutral
Auch in der folgenden Saison gehörte er mit neun Toren zu den besten vereinsinternen schützen, konnte sich aber unter Bergmarks Nachfolger Georg Ericson nicht in der Nationalelf behaupten und bestritt im Frühjahr 1973 sein letztes von 14 Länderspielen.	neutral	0.2617	positive
Damit verbindet das Maultier die Leistungsfähigkeit eines Pferdes bei größerer Ausdauer mit der Trittsicherheit eines Esels im Gelände.	neutral	0.8402	positive
Die im weiteren Verlauf stillgelegte Strecke führt über Tiefensee weiter nach Bad Freienwalde und wird zwischen Tiefensee und Sternebeck (außerhalb des Regionalparks) als Draisinenstrecke genutzt.	neutral	0.3182	positive
Die damalige Abteilung Höhlenfangovertrieb der Teufelshöhlenverwaltung verschickte diesen heilkräftigen Höhlenlehm als „Teufelshöhl-Fango“ in Zwei-Kilogramm-Dosen in die ganze Welt.	neutral	0.0	neutral
Bekannt wurde sein Ausspruch „ein Mischa Petrović steigt nicht ab“.	neutral	0.5423	positive
Die Weihe wird in der Regel durch Gebete von Propheten vollzogen, die auch bestimmen, welcher Art die Gegenstände sein sollen und wie die Gläubigen damit zu verfahren haben.	neutral	0.0	neutral
Danach kam er in Bochum nicht mehr zum Zuge.	neutral	0.0	neutral
Darmstadt wurde heftig beschossen.	neutral	-0.0516	negative
Als Kustos für Urgeschichte betreute er auch das Korneuburger Museum.	neutral	0.0	neutral
Die ursprüngliche Planung als Autobahnkreuz ist heute noch im Aufbau erkennbar.	neutral	0.1779	positive
Gedenken In den 1960er Jahren benannte die United States Navy das U-Boot USS John C. Calhoun nach ihm.	neutral	0.1779	positive
Diese Plug-ins arbeiten in einer Kette, die aufgrund der Benutzereinstellungen programmintern zusammengebaut wird.	neutral	0.0	neutral
Forschung 1964 wurde Yahil an der Hebräischen Universität von Jerusalem mit einer Arbeit über die Juden in Dänemark während des Holocaust promoviert.	neutral	0.0	neutral
In Mönchengladbach sollte das Angebot, vor allem im Jugendbereich, in dieser Sportart erweitert werden.	neutral	0.4404	positive
Früchte trug diese Politik 1965 als unter Kapitän Tony Lock abermals ein dritter Platz erzielt werden konnte.	neutral	0.3612	positive
PlayStation Plus Logo PlayStation Plus ist ein kostenpflichtiges Upgrade des PlayStation Networks, welches seit dem 29. Juni 2010 verfügbar ist.	neutral	0.4404	positive
Weitere bedeutende Turniere, die er bestritt, waren Karlsbad 1948 und Marienbad 1948.	neutral	0.2023	positive
Busverkehr Den innerstädtischen öffentlichen Personennahverkehr betreibt Fredericton Transit.	neutral	0.0	neutral
Seit 1953 vertrat Williams als Nachfolger von Clarence E. Kilburn den 34. Distrikt seines Staates.	neutral	0.0	neutral
Wunschgemäß vertranken 200 Freunde auf einer Party das hinterlassene Bargeld von 1500 Dollar.	neutral	0.8442	positive
Dabei verursacht Safety over EtherCAT keine Einschränkung bezüglich Übertragungsgeschwindigkeit und Zykluszeit, da EtherCAT als einkanaliges Kommunikationsmedium genutzt wird.	neutral	0.5594	positive
Unter den neuen Besitzverhältnissen wurde das Unternehmen neu ausgerichtet, insbesondere die Fokussierung auf die Schweiz und Integration der Auslandsaktivitäten in den Bouygues-Konzern.	neutral	0.7003	positive
Der Lichtkegel der neuen LED-Laser-Lichtkombination hat die doppelte Leuchtweite eines normalen Voll‑LED‑Scheinwerfers.	neutral	0.4404	positive
Auf Platz zwei und drei folgten Alonso und Vettel.	neutral	0.0	neutral
Der Brechungsindex eines optischen Mediums ist im Allgemeinen abhängig von der Wellenlänge.	neutral	-0.3612	negative
Den Zucker speichert das Baby in veränderter Form in seinen Organen.	neutral	0.0	neutral
Spätere Streckenumbauten Die Strecke Skive–Struer führte zunächst durch Ravnstrup und erreichte den alten Bahnhof in Viborg.	neutral	0.4939	positive
Sabato arbeitete fortan als Übersetzer und war kurze Zeit bei der UNESCO tätig.	neutral	0.0772	positive
Medusa Trotz projektinterner Differenzen und der unbeabsichtigten Tilgung der Originalversion des Tracks Michelle während der Studioarbeiten gelang die Fertigstellung des 1986er Albums „Medusa“, das von John Fryer produziert wurde.	neutral	0.0	neutral
Da die Bahn einen Fahrplan einzuhalten hatte, hatte diese Vorrang vor dem Schiffsverkehr.	neutral	0.0	neutral
Weibchen werden mit 127 bis 132 mm deutlich größer als die Männchen.	neutral	0.0	neutral
Der heilige Urban ist der Patron der Dorumer Kirche und das Kleeblatt ist ein Sinnbild der Landwirtschaft.	neutral	0.5106	positive
Der erste Eintrag erfolgte angeblich in einem demotischen Papyrus aus dem frühen 1. Jahrtausend v. Chr., hier wird das Wort pretan für Zinn verwendet, das aus Cornwall nach Ägypten kam. Helmut Birkhan: Kelten.	neutral	0.0	neutral
Wissenschaftler und Wissenschaftlerinnen sind daher in der Regel Ingenieure, Maschinenbauer oder Informatiker.	neutral	0.0	neutral
An beiden Fossilien des Tertiärs lassen sich deutlich die Schleimdrüsen erkennen, die sich somit spätestens zu diesem Zeitpunkt, wahrscheinlich aber schon wesentlich früher herausgebildet haben müssen.	neutral	0.0	neutral
Dort angekommen, gerät er in eine Geiselnahme, und befreit schließlich die Tochter des Dōjō-Meisters, Midori, sowie drei Schüler aus der Gewalt des Kriminellen Mutō Kaname und seiner Anhänger.	neutral	-0.6486	negative
If I'm the Devil… selbst erschien am 10. Juni 2016.	neutral	0.0	neutral
Der Ort gehörte den Grafen von Berg.	neutral	0.0	neutral
Beim „Dicken Stein“ handelt es sich um zwei dicke Findlingssteine, die lange Zeit beiderseits der Provinzial-Chaussee nach Dorsten (auf Osterfelder Gebiet hieß sie Dorstener Straße, auf Sterkrader Gebiet bis 1929 Münster Straße) lagen.	neutral	0.0	neutral
Wenn verschiedene Phasen verwendet werden (wässrige Auszüge, alkoholische Auszüge, Ölauszüge), muss meist ein Emulgator zugegeben werden.	neutral	0.0	neutral
Im Winter 1985/86 kam er siebenmal unter die schnellsten fünfzehn.	neutral	0.4019	positive
Dort lernte er Jonathan Swift kennen, der lebenslang sein Freund blieb.	neutral	0.7579	positive
Der 31. Österreichische Bibliothekartag fand vom 18. bis 21. Oktober 2011 unter dem Motto „Die neue Bibliothek - Anspruch und Wirklichkeit“ in Innsbruck statt und hatte rund 800 Teilnehmer.	neutral	0.5719	positive
Zwei Kapellen im Perpendicular Style aus dem 15. Jahrhundert, die die Dreifaltigkeitskapelle im Osten flankierten, wurden bei diesen Arbeiten zerstört.	neutral	-0.5267	negative
Nach 48 Stunden ist die Hautfarbe braun-violett.	neutral	0.0	neutral
Finanznot 2006 2006 wurde bekannt, dass der mehrfache deutsche Meister VfK Schifferstadt nicht mehr genug Geld für die laufende Saison aufbringen konnte.	neutral	0.5423	positive
Vgl. die Auswertung des Briefwechsels bei Joachim Radkau : Theodor Heuss, München 2013.	neutral	0.0	neutral
Der Preis wird in einem Turnus von zwei Jahren an bis zu drei Persönlichkeiten vergeben.	neutral	0.3612	positive
Schwerpunkt der Entwicklung waren dabei die Küstengebiete, von denen aus die Produkte halbverarbeitet und nach Europa verschifft wurden.	neutral	0.0	neutral
Kurz nachdem Lyra ohne Iorek, der ihr über eine Eisbrücke nicht folgen kann, in Bolvangar angekommen ist, taucht auch Mrs. Coulter auf.	neutral	-0.0766	negative
In dem anderen Feld wird der Träger der Rotkomponente nicht umgeschaltet.	neutral	-0.34	negative
Sie unterscheiden sich lediglich in Details des elektrischen und mechanischen Teils, da die Fahrleitungsspannung und das Kupplungssystems unterschiedlich sind.	neutral	0.0	neutral
Allerdings hatte sie auch eine Oma in der Nähe, die aber gerade vor einer Woche gestorben ist.	neutral	0.1406	positive
Atréju stellt sich ihm daraufhin mit einem Heer entgegen.	neutral	0.0	neutral
In der Folge wurde sogar der Vorschlag geäußert, die Gedenkstätte wieder abzureißen.	neutral	-0.3182	negative
Empfang Das Programm ist im Landkreis Elbe-Elster in den örtlichen Kabelnetzen zu empfangen.	neutral	0.0	neutral
Unter ihm konnte in Neutra die erste Kirche der heutigen Slowakei geweiht werden.	neutral	0.0	neutral
Bei seinem ersten Einsatz in einem Sprintrennen erreichte er mit dem sechsten Rang auch gleich sein bislang bestes Resultet.	neutral	0.7003	positive
Die Klausel, die eine Ausschlussfrist enthält, nennt man Ausschlussklausel, Verfallklausel oder Verwirkungsklausel.	neutral	0.0	neutral
Nebenwirkungen Als Nebenwirkungen wurden beschrieben: Besonders zu Beginn der Behandlung und bei Dosiserhöhung kann es zu orthostatischen Beschwerden kommen.	neutral	-0.296	negative
Dann nimmt er diesen als Geisel.	neutral	0.0	neutral
Bei einem angenommenen Bedarf von 2000 kcal pro Kopf und Tag und zweihundert Arbeitstagen im Jahr ergeben sich laut einer Studie von William T. Sanders und Robert S. Santley William T. Sanders und Robert S. Santley: A Tale of Three Cities.	neutral	0.0	neutral
Als Debitus zur Tür gehen will, um um Einlass zu bitten, wünscht ihm Impedim viel Spaß auf der Party und bittet ihn, „einen für seinen Kollegen mitzutrinken“.	neutral	0.7269	positive
Er betätigt sich politisch, ist in der Gemeinde sehr beliebt, und unterhält Kinder als „Pogo der Clown“ auf Geburtstagsfeiern.	neutral	0.4927	positive
Das zweite Album der Band, Last Word Spoken, wurde von Green-Day -Sänger Billie Joe Armstrong produziert und erschien im Jahr 2000.	neutral	-0.3182	negative
Der Seligsprechungsprozess wurde eröffnet, aber bisher nicht zu Ende geführt.	neutral	0.0286	positive
Geschichte Der preußische Heeresreformer Fürst Leopold I. von Anhalt-Dessau führte 1729/37 eine erste Stammliste der preußischen Regimenter ein, die sich nach dem Ancienitätsprinzip richtete.	neutral	0.3182	positive
Die Rückenflosse hat 7 bis 16 Flossenstacheln.	neutral	0.0	neutral
Wolfram wolle als „Vorkämpfer christlich-ritterlicher Ideale“ in einer didaktischen Absicht mittels „krasser Effekte“ den Rezipienten in der ersten, parodierenden Strophe abschrecken, um ihn dann mit der zweiten, ernst gemeinten zur Ehe zu bekehren.	neutral	0.5106	positive
Der Stockholmer Weltpostvertrag ist am 1. Oktober 1925 in Kraft getreten.	neutral	0.4939	positive
Trish Wellington ( Katie Cassidy ) Trish Wellington ist mit Henry verlobt.	neutral	0.0	neutral
Das Grundspiel ist seit 30. August 2015, mit einigen Beschränkungen, kostenlos.	neutral	-0.0772	negative
Batumi blieb Teil Georgiens.	neutral	0.0	neutral
In den Schulferien arbeitete sie in einem Kindergarten, und es war ihr größter Wunsch, später selbst Kindergärtnerin zu werden.	neutral	0.2732	positive
Von und nach Seftigen -Bahnhof tagsüber die Linie 53. Blumenstein liegt an der Strasse von Wimmis nach Seftigen, hat aber auch Richtung Thun gute Strassenverbindungen.	neutral	0.3155	positive
Steffen wurde zunächst von September 1955 bis April 1960 als Gesandtschaftsrat an der Gesandtschaft in Djidda in Saudi-Arabien tätig.	neutral	0.2263	positive
Bei diesen Tieren wurde die DNA so verändert, dass die Tiere besonders anfällig für bestimmte Krankheiten wie Alzheimer sind und für den Test von Medikamenten geeignet sind.	neutral	-0.5267	negative
Die meisten Siege bei den Europapokalwettbewerben erzielte TTT Rīga als Daugava Rīga mit 18 Siegen.	neutral	0.3612	positive
Diese Vorgehensweise führt dazu, dass nur in leisen Passagen das Rauschen gedämpft wird, da es in lauten Passagen weitgehend vom Nutzsignal maskiert wird.	neutral	0.4019	positive
Am 28. Juni 1867 heiratete Yorck die aus Breslau stammende Helene Graaß.	neutral	0.4939	positive
Im Zentrum der Stadt wollte er alle Bauwerke aus den „Jahrhunderten der Dekadenz“ (worunter Mussolini die 1.500 Jahre zwischen dem Untergang des alten Rom und dem Risorgimento verstand Siehe Mack Smith: Mussolini.	neutral	-0.6124	negative
Alberta Hunter nahm den Song am 20. Mai 1927 auf, nur begleitet von Fats Waller auf der Orgel.	neutral	0.0	neutral
Dort wollen die Stadt Düren und die Gemeinde Kreuzau ein gemeinsames interkommunales Gewerbegebiet errichten.	neutral	0.2023	positive
Der Ortsteil Oedekoven ist mit der Linie N9 an das Bonner Nachtbus-Netz angeschlossen.	neutral	0.0	neutral
Er war gegen den Irakkrieg und für eine bessere Arbeits- und Bildungspolitik.	neutral	0.4767	positive
Er starb im Wasser an Unterkühlung.	neutral	0.0	neutral
Vgl. Lübben (1888), S. 285. Vermutlich wurde aus diesen etymologischen Bestandteilen das moderne Wort „Pucken“ gebildet.	neutral	0.2202	positive
Confitentenlade in der Kirche St. Laurentii in Süderende auf Föhr Eine Confitentenlade ist ein Ausstattungsstück in norddeutschen evangelischen Kirchen, das bis Anfang des 20. Jahrhunderts in Gebrauch war.	neutral	0.0	neutral
Dies ermöglicht MathJax in jedem Browser mit JavaScript-Unterstützung zu laufen, einschließlich mobiler Endgeräte.	neutral	0.5423	positive
Nach und nach erkennt Daniel jedoch, dass der äußere Erfolg dieser Firmengründung seinen Wunsch nach Sinnstiftung nicht erfüllen kann und so beginnt ein schleichender Prozess der Überhöhung.	neutral	0.3591	positive
Geschichte 1913 bis 1980: Von der Gründung bis zum Badischen Pokalsieg Der FV Lauda 1913 e. V. wurde am 28. März 1913 gegründet.	neutral	0.0	neutral
Zauber der Montur ist eine österreichische Filmkomödie von Rudolf Schündler aus dem Jahr 1958.	neutral	0.0	neutral
Am 16. März 1836 heiratete Poe offiziell seine Cousine Virginia.	neutral	0.4939	positive
Außerdem ist die Veranstaltung auf Sponsoreneinnahmen und Getränkeverkauf angewiesen.	neutral	0.0	neutral
Im Sommer 2000 wurden mit der Verpflichtung von Donyell Marshall und der Draftauswahl von High-School-Talent DeShawn Stevenson sowohl junge als auch mit Danny Manning und John Starks erfahrene Spieler verpflichtet.	neutral	0.3182	positive
Als Winkelangabe zur Charakterisierung von Bildröhren wird deren doppelter maximaler Ablenkwinkel angegeben; eine 90°-Bildröhre besitzt somit einen maximalen Ablenkwinkel von ±45°.	neutral	0.6597	positive
Das letztere verkaufte er später um Gut Rahnwerder kaufen zu können.	neutral	0.4767	positive
Beim Einfall der Geusen im Dezember 1577 unterzeichneten die Stadtregenten schließlich diese Übereinkunft.	neutral	0.25	positive
DDR Die Deutsche Demokratische Republik vor dem Fall der Berliner Mauer wird oft als Polizeistaat klassifiziert.	neutral	-0.296	negative
Jules Degeetere war Profi-Radrennfahrer von 1896 bis 1900.	neutral	0.0	neutral
Leben Er war ein Mineralienhändler, bis er 2009 mutmaßlich mit den veruntreuten Geldern seiner Kunden Mai-Mai Cheka gründete.	neutral	0.0	neutral
Daneben besteht in Langenberg ein Fachkrankenhaus für Suchterkrankungen.	neutral	0.34	positive
Im ersten Bericht wird ergänzend dargelegt, dass mit dem Bericht eine Gesamtschau der sozialen Wirklichkeit gegeben werden soll, die es ermöglicht, verschiedene Politikbereiche zu verzahnen.	neutral	0.3612	positive
Bei der Gründung war die Organisation mit Messern, Revolvern und Gewehren nur unzulänglich bewaffnet, jedoch streng diszipliniert.	neutral	0.2023	positive
Von 2004 bis 2011 war Sabine Lange Mitglied im Verband deutscher Schriftsteller und ist seit 2007 Mitglied im Autorenkreis der Bundesrepublik.	neutral	0.128	positive
"Darunter Hits wie ""Fat and Buff"", ""Length and Bend"" und sein erster dem Rastafari -Glauben gewidmeter Song ""Selassie I Rule"". 1996 unterzeichnete Mad Cobra erneut bei Columbia Records und brachte sein zweites kommerzielles Album ""Milkman"" heraus."	neutral	0.2553	positive
Ein Beispiel für ein Kampfflugzeug mit einer noch weiter aufgegliederteren Aufgabenverteilung ist der strategische Bomber B-1 Lancer mit vier Besatzungsmitgliedern.	neutral	0.0	neutral
Ferner wurden militärische Altlasten erfasst und bewertet.	neutral	0.0	neutral
Die ältesten Stadtprivilegien stammen vom 20. Dezember 1353 und wurden später mehrmals bestätigt und erweitert.	neutral	0.25	positive
Geschichte eines Kirchspiels und seiner Höfe im kurkölnischen Amte Werl.	neutral	0.0	neutral
Das Gleiche gilt, wenn es mit einer Laufleistung von 30.000 km verkauft wird, obwohl es bereits 60.000 km gefahren ist.	neutral	-0.5423	negative
In der verschneiten Passregion ist es so kalt, dass die Leichen der Verstorbenen bis zum Frühjahr in einer Kapelle aufbewahrt werden.	neutral	-0.4101	negative
Die Gehäuse sind bikonvexe Scheiben, mehrkammerig und meist planspiral.	neutral	0.0	neutral
Dieses System wird gestartet und übernimmt die weitere Installation des im mksysb abgelegten System-Images.	neutral	0.0	neutral
Dodge ist ein Computerhacker, der eine große Summe Mafiagelder gestohlen hat.	neutral	-0.0772	negative
Es gibt spezielle Software, die dem statistisch weniger versierten Benutzer die Durchführung der Planung und der Auswertung erleichtert, dies geschieht jedoch auf Kosten der Flexibilität.	neutral	0.7722	positive
Im Inneren des Berges findet sich Hirlatzmarmor, eine rote marmorierte Variante dieses Kalkes.	neutral	0.0	neutral
Während des Zweiten Weltkriegs waren es noch um 450, wobei fast alle Erwerbstätigen für die Firma Bas Lys arbeiteten.	neutral	0.0	neutral
Im späten 19. und frühen 20. Jahrhundert wurde die koloniale Aufteilung zementiert.	neutral	0.0	neutral
Weitere Bauformen Impulsgeneratoren können auch durch mehrere Schalter realisiert werden, wie dies bei dem Marx-Generator der Fall ist.	neutral	0.0	neutral
Der einzige nur wenige hundert Meter lange Streckenabschnitt der ehemals 158 Kilometer langen Bahnstrecke, der noch befahren wird, ist der bereits erwähnte Anschluss an die Papierfabrik in Ware, der von der Massachusetts Central Railroad bedient wird.	neutral	0.0	neutral
Vor allem Patienten mit einer Querschnittlähmung sind davon betroffen, aber auch Patienten mit multipler Sklerose, Morbus Parkinson oder nach Schlaganfall.	neutral	0.0	neutral
Geschichte Um 630 errichteten fränkische Missionare eine erste hölzerne Kirche im ehemaligen römischen Kastell Utrecht, die vielleicht schon dem Heiligen Martin geweiht war.	neutral	0.5106	positive
Regehr wurde im Juli 2004 als ungedrafteter Spieler von den Calgary Flames als Free Agent unter Vertrag genommen.	neutral	0.5719	positive
Eine genaue Radiokohlenstoffdatierung der Schichten ergab, dass die frühesten Spuren moderner Menschen 40.000 bis 37.500 Jahre (cal BP) und die letzten Spuren der Neandertaler 43.000 Jahre (cal BP) alt sind.	neutral	0.5106	positive
Bonn o. J., S. 28. * Thomas Elsmann: Heinrich Nikolaus Ulrichs - Der erste seines Fachs, in: Thomas Elsmann: Im Schatten des Kaufmanns, Bremische Gelehrt 1600-1900, Bremen:Schüneman, 2012, S. 152-171, 238 (mit Abb. und weiterer Literatur).	neutral	0.0	neutral
Zudem wurde der Begriff Internet Media Type und schließlich der Begriff XHTML Media Type für Ausrichtung auf das Hypertext Transfer Protocol statt auf das Simple Mail Transfer Protocol geprägt.	neutral	0.25	positive
Leben und Wirken Schlechter wurde als Sohn eines Schauspielers geboren und machte 1963 sein Abitur.	neutral	-0.4588	negative
Merriams Amtszeit als Regierungschef des Westküstenstaates lief am 2. Januar 1939 mit Olsons Vereidigung aus.	neutral	0.0	neutral
Damit endet das Tagebuch.	neutral	0.0	neutral
Zusätzlich konnten die Spalten 10/11/12 fest selektiert werden um alphanumerische Suchvorgänge zu ermöglichen.	neutral	0.7351	positive
Es wird vermutet, dass diese für beide Seiten vorteilhaften Fälle durch Koevolution von Wirt und Besiedler aus einem ursprünglich parasitischen Verhältnis entstanden sind.	neutral	0.3818	positive
