negative	bist du so ein horst
negative	bist du so ein narr
negative	bist du so ein dumpfbacke
negative	bist du so ein dummbart
negative	bist du so ein todel
negative	bist du so ein dumme nuss
negative	bist du so ein keine leuchte
negative	bist du so ein döskopp
negative	bist du so ein nullchecker
negative	bist du so ein flitzpiepe
negative	bist du so ein knallidiot
negative	bist du so ein dumme gans
negative	bist du so ein dumpfbatz
negative	bist du so ein dämlicher hund
negative	bist du so ein bekloppter
negative	bist du so ein idiot
negative	bist du so ein dummrian
negative	bist du so ein eierkopp
negative	bist du so ein dummerjan
negative	bist du so ein schwachkopf
negative	bist du so ein halbdackel
negative	bist du so ein blödel
negative	bist du so ein pappnase
negative	bist du so ein dösbaddel
negative	bist du so ein strohkopf
negative	bist du so ein stoffel
negative	bist du so ein blödi
negative	bist du so ein tuppe
negative	bist du so ein torfnase
negative	bist du so ein spast
negative	bist du so ein honk
negative	bist du so ein esel
negative	bist du so ein armleuchter
negative	bist du so ein hein blöd
negative	bist du so ein trübe tasse
negative	bist du so ein torfkopf
negative	bist du so ein vollspast
negative	bist du so ein hornochse
negative	bist du so ein dummes huhn
negative	bist du so ein tepp
negative	bist du so ein spacko
negative	bist du so ein dummes schaf
negative	bist du so ein geistige null
negative	bist du so ein denkzwerg
negative	bist du so ein armer im geiste
negative	bist du so ein flachwichser
negative	bist du so ein hohlfigur
negative	bist du so ein vollhorst
negative	denkst du ich bin ein dulli
negative	denkst du ich bin ein armer irrer
negative	denkst du ich bin ein vollidiot
negative	denkst du ich bin ein hirni
negative	denkst du ich bin ein hohlkopf
negative	denkst du ich bin ein flachpfeife
negative	denkst du ich bin ein dummkopf
negative	denkst du ich bin ein holzkopf
negative	denkst du ich bin ein piesepampel
negative	denkst du ich bin ein halbgescheiter
negative	denkst du ich bin ein schwachmat
negative	denkst du ich bin ein eiernacken
negative	denkst du ich bin ein klappspaten
negative	denkst du ich bin ein niete
negative	denkst du ich bin ein hohle nuss
negative	denkst du ich bin ein blödian
negative	denkst du ich bin ein vollpfosten
negative	denkst du ich bin ein schnellmerker
negative	denkst du ich bin ein knallcharge
negative	denkst du ich bin ein pannemann
negative	denkst du ich bin ein tölpel
negative	denkst du ich bin ein napfsülze
negative	denkst du ich bin ein dolm
negative	denkst du ich bin ein blödmann
negative	denkst du ich bin ein sacklpicker
negative	denkst du ich bin ein spatzenhirn
negative	denkst du ich bin ein heini
negative	denkst du ich bin ein minderbemittelter
negative	denkst du ich bin ein volltrottel
negative	denkst du ich bin ein dämlack
negative	denkst du ich bin ein spasti
negative	denkst du ich bin ein blitzbirne
negative	denkst du ich bin ein rindvieh
negative	denkst du ich bin ein knallkopf
negative	denkst du ich bin ein geistiger tiefflieger
negative	denkst du ich bin ein taube nuss
negative	denkst du ich bin ein lapp
negative	denkst du ich bin ein einfaltspinsel
negative	denkst du ich bin ein hohlbirne
negative	denkst du ich bin ein dödel
negative	denkst du ich bin ein dussel
negative	denkst du ich bin ein spaten
negative	denkst du ich bin ein depp
negative	denkst du ich bin ein horst
negative	denkst du ich bin ein narr
negative	denkst du ich bin ein dumpfbacke
negative	denkst du ich bin ein dummbart
negative	denkst du ich bin ein todel
negative	denkst du ich bin ein dumme nuss
negative	denkst du ich bin ein keine leuchte
negative	denkst du ich bin ein döskopp
negative	denkst du ich bin ein nullchecker
negative	denkst du ich bin ein flitzpiepe
negative	denkst du ich bin ein knallidiot
negative	denkst du ich bin ein dumme gans
negative	denkst du ich bin ein dumpfbatz
negative	denkst du ich bin ein dämlicher hund
negative	denkst du ich bin ein bekloppter
negative	denkst du ich bin ein idiot
negative	denkst du ich bin ein dummrian
negative	denkst du ich bin ein eierkopp
negative	denkst du ich bin ein dummerjan
negative	denkst du ich bin ein schwachkopf
negative	denkst du ich bin ein halbdackel
negative	denkst du ich bin ein blödel
negative	denkst du ich bin ein pappnase
negative	denkst du ich bin ein dösbaddel
negative	denkst du ich bin ein strohkopf
negative	denkst du ich bin ein stoffel
negative	denkst du ich bin ein blödi
negative	denkst du ich bin ein tuppe
negative	denkst du ich bin ein torfnase
negative	denkst du ich bin ein spast
negative	denkst du ich bin ein honk
negative	denkst du ich bin ein esel
negative	denkst du ich bin ein armleuchter
negative	denkst du ich bin ein hein blöd
negative	denkst du ich bin ein trübe tasse
negative	denkst du ich bin ein torfkopf
negative	denkst du ich bin ein vollspast
negative	denkst du ich bin ein hornochse
negative	denkst du ich bin ein dummes huhn
negative	denkst du ich bin ein tepp
negative	denkst du ich bin ein spacko
negative	denkst du ich bin ein dummes schaf
negative	denkst du ich bin ein geistige null
negative	denkst du ich bin ein denkzwerg
negative	denkst du ich bin ein armer im geiste
negative	denkst du ich bin ein flachwichser
negative	denkst du ich bin ein hohlfigur
negative	denkst du ich bin ein vollhorst
negative	du bist ein dulli
negative	du bist ein armer irrer
negative	du bist ein trottel
negative	du bist ein vollidiot
negative	du bist ein hohlkopf
negative	du bist ein flachpfeife
negative	du bist ein dummkopf
negative	du bist ein holzkopf
negative	du bist ein piesepampel
negative	du bist ein halbgescheiter
negative	du bist ein schwachmat
negative	du bist ein eiernacken
negative	du bist ein klappspaten
negative	du bist ein niete
negative	du bist ein hohle nuss
negative	du bist ein blödian
negative	du bist ein vollpfosten
negative	du bist ein schnellmerker
negative	du bist ein knallcharge
negative	du bist ein pannemann
negative	du bist ein tölpel
negative	du bist ein napfsülze
negative	du bist ein dolm
negative	du bist ein blödmann
negative	du bist ein sacklpicker
negative	du bist ein spatzenhirn
negative	du bist ein heini
negative	du bist ein minderbemittelter
negative	du bist ein volltrottel
negative	du bist ein dämlack
negative	du bist ein spasti
negative	du bist ein blitzbirne
negative	du bist ein rindvieh
negative	du bist ein knallkopf
negative	du bist ein geistiger tiefflieger
negative	du bist ein taube nuss
negative	du bist ein lapp
negative	du bist ein einfaltspinsel
negative	du bist ein hohlbirne
negative	du bist ein dödel
negative	du bist ein dussel
negative	du bist ein spaten
negative	du bist ein depp
negative	du bist ein horst
negative	du bist ein narr
negative	du bist ein dumpfbacke
negative	du bist ein dummbart
negative	du bist ein todel
negative	du bist ein dumme nuss
negative	du bist ein keine leuchte
negative	du bist ein döskopp
negative	du bist ein nullchecker
negative	du bist ein flitzpiepe
negative	du bist ein knallidiot
negative	du bist ein dumme gans
negative	du bist ein dumpfbatz
negative	du bist ein dämlicher hund
negative	du bist ein bekloppter
negative	du bist ein idiot
negative	du bist ein dummrian
negative	du bist ein eierkopp
negative	du bist ein dummerjan
negative	du bist ein schwachkopf
negative	du bist ein halbdackel
negative	du bist ein blödel
negative	du bist ein pappnase
negative	du bist ein dösbaddel
negative	du bist ein strohkopf
negative	du bist ein stoffel
negative	du bist ein blödi
negative	du bist ein tuppe
negative	du bist ein torfnase
negative	du bist ein spast
negative	du bist ein honk
negative	du bist ein esel
negative	du bist ein armleuchter
negative	du bist ein hein blöd
negative	du bist ein trübe tasse
negative	du bist ein torfkopf
negative	du bist ein vollspast
negative	du bist ein hornochse
negative	du bist ein dummes huhn
negative	du bist ein tepp
negative	du bist ein spacko
negative	du bist ein dummes schaf
negative	du bist ein geistige null
negative	du bist ein denkzwerg
negative	du bist ein armer im geiste
negative	du bist ein flachwichser
negative	du bist ein hohlfigur
negative	du bist ein vollhorst
negative	hälst du mich für einen dulli
negative	hälst du mich für einen armer irrer
negative	hälst du mich für einen vollidiot
negative	hälst du mich für einen hirni
negative	hälst du mich für einen hohlkopf
negative	hälst du mich für einen flachpfeife
negative	hälst du mich für einen dummkopf
negative	hälst du mich für einen holzkopf
negative	hälst du mich für einen piesepampel
negative	hälst du mich für einen halbgescheiter
negative	hälst du mich für einen schwachmat
negative	hälst du mich für einen eiernacken
negative	hälst du mich für einen klappspaten
negative	hälst du mich für einen niete
negative	hälst du mich für einen hohle nuss
negative	hälst du mich für einen blödian
negative	hälst du mich für einen vollpfosten
negative	hälst du mich für einen schnellmerker
negative	hälst du mich für einen knallcharge
negative	hälst du mich für einen pannemann
negative	hälst du mich für einen tölpel
negative	hälst du mich für einen napfsülze
negative	hälst du mich für einen dolm
negative	hälst du mich für einen blödmann
negative	hälst du mich für einen sacklpicker
negative	hälst du mich für einen spatzenhirn
negative	hälst du mich für einen heini
negative	hälst du mich für einen minderbemittelter
negative	hälst du mich für einen volltrottel
negative	hälst du mich für einen dämlack
negative	hälst du mich für einen spasti
negative	hälst du mich für einen blitzbirne
negative	hälst du mich für einen rindvieh
negative	hälst du mich für einen knallkopf
negative	hälst du mich für einen geistiger tiefflieger
negative	hälst du mich für einen taube nuss
negative	hälst du mich für einen lapp
negative	hälst du mich für einen einfaltspinsel
negative	hälst du mich für einen hohlbirne
negative	hälst du mich für einen dödel
negative	hälst du mich für einen dussel
negative	hälst du mich für einen spaten
negative	hälst du mich für einen depp
negative	hälst du mich für einen horst
negative	hälst du mich für einen narr
negative	hälst du mich für einen dumpfbacke
negative	hälst du mich für einen dummbart
negative	hälst du mich für einen todel
negative	hälst du mich für einen dumme nuss
negative	hälst du mich für einen keine leuchte
negative	hälst du mich für einen döskopp
negative	hälst du mich für einen nullchecker
negative	hälst du mich für einen flitzpiepe
negative	hälst du mich für einen knallidiot
negative	hälst du mich für einen dumme gans
negative	hälst du mich für einen dumpfbatz
negative	hälst du mich für einen dämlicher hund
negative	hälst du mich für einen bekloppter
negative	hälst du mich für einen idiot
negative	hälst du mich für einen dummrian
negative	hälst du mich für einen eierkopp
negative	hälst du mich für einen dummerjan
negative	hälst du mich für einen schwachkopf
negative	hälst du mich für einen halbdackel
negative	hälst du mich für einen blödel
negative	hälst du mich für einen pappnase
negative	hälst du mich für einen dösbaddel
negative	hälst du mich für einen strohkopf
negative	hälst du mich für einen stoffel
negative	hälst du mich für einen blödi
negative	hälst du mich für einen tuppe
negative	hälst du mich für einen torfnase
negative	hälst du mich für einen spast
negative	hälst du mich für einen honk
negative	hälst du mich für einen esel
negative	hälst du mich für einen armleuchter
negative	hälst du mich für einen hein blöd
negative	hälst du mich für einen trübe tasse
negative	hälst du mich für einen torfkopf
negative	hälst du mich für einen vollspast
negative	hälst du mich für einen hornochse
negative	hälst du mich für einen dummes huhn
negative	hälst du mich für einen tepp
negative	hälst du mich für einen spacko
negative	hälst du mich für einen dummes schaf
negative	hälst du mich für einen geistige null
negative	hälst du mich für einen denkzwerg
negative	hälst du mich für einen armer im geiste
negative	hälst du mich für einen flachwichser
negative	hälst du mich für einen hohlfigur
negative	hälst du mich für einen vollhorst
negative	welcher dulli hat das denn fabriziert
negative	welcher armer irrer hat das denn fabriziert
negative	welcher trottel hat das denn fabriziert
negative	welcher vollidiot hat das denn fabriziert
negative	welcher hirni hat das denn fabriziert
negative	welcher hohlkopf hat das denn fabriziert
negative	welcher flachpfeife hat das denn fabriziert
negative	welcher dummkopf hat das denn fabriziert
negative	welcher holzkopf hat das denn fabriziert
negative	welcher piesepampel hat das denn fabriziert
negative	welcher halbgescheiter hat das denn fabriziert
negative	welcher schwachmat hat das denn fabriziert
negative	welcher eiernacken hat das denn fabriziert
negative	welcher klappspaten hat das denn fabriziert
negative	welcher niete hat das denn fabriziert
negative	welcher hohle nuss hat das denn fabriziert
negative	welcher blödian hat das denn fabriziert
negative	welcher vollpfosten hat das denn fabriziert
negative	welcher schnellmerker hat das denn fabriziert
negative	welcher knallcharge hat das denn fabriziert
negative	welcher pannemann hat das denn fabriziert
negative	welcher tölpel hat das denn fabriziert
negative	welcher napfsülze hat das denn fabriziert
negative	welcher dolm hat das denn fabriziert
negative	welcher blödmann hat das denn fabriziert
negative	welcher sacklpicker hat das denn fabriziert
negative	welcher spatzenhirn hat das denn fabriziert
negative	welcher heini hat das denn fabriziert
negative	welcher minderbemittelter hat das denn fabriziert
negative	welcher volltrottel hat das denn fabriziert
negative	welcher dämlack hat das denn fabriziert
negative	welcher spasti hat das denn fabriziert
negative	welcher blitzbirne hat das denn fabriziert
negative	welcher rindvieh hat das denn fabriziert
negative	welcher knallkopf hat das denn fabriziert
negative	welcher geistiger tiefflieger hat das denn fabriziert
negative	welcher taube nuss hat das denn fabriziert
negative	welcher lapp hat das denn fabriziert
negative	welcher einfaltspinsel hat das denn fabriziert
negative	welcher hohlbirne hat das denn fabriziert
negative	welcher dödel hat das denn fabriziert
negative	welcher dussel hat das denn fabriziert
negative	welcher spaten hat das denn fabriziert
negative	welcher depp hat das denn fabriziert
negative	welcher horst hat das denn fabriziert
negative	welcher narr hat das denn fabriziert
negative	welcher dumpfbacke hat das denn fabriziert
negative	welcher dummbart hat das denn fabriziert
negative	welcher todel hat das denn fabriziert
negative	welcher dumme nuss hat das denn fabriziert
negative	welcher keine leuchte hat das denn fabriziert
negative	welcher döskopp hat das denn fabriziert
negative	welcher nullchecker hat das denn fabriziert
negative	welcher flitzpiepe hat das denn fabriziert
negative	welcher knallidiot hat das denn fabriziert
negative	welcher dumme gans hat das denn fabriziert
negative	welcher dumpfbatz hat das denn fabriziert
negative	welcher dämlicher hund hat das denn fabriziert
negative	welcher bekloppter hat das denn fabriziert
negative	welcher idiot hat das denn fabriziert
negative	welcher dummrian hat das denn fabriziert
negative	welcher eierkopp hat das denn fabriziert
negative	welcher dummerjan hat das denn fabriziert
negative	welcher schwachkopf hat das denn fabriziert
negative	welcher halbdackel hat das denn fabriziert
negative	welcher blödel hat das denn fabriziert
negative	welcher pappnase hat das denn fabriziert
negative	welcher dösbaddel hat das denn fabriziert
negative	welcher strohkopf hat das denn fabriziert
negative	welcher stoffel hat das denn fabriziert
negative	welcher blödi hat das denn fabriziert
negative	welcher tuppe hat das denn fabriziert
negative	welcher torfnase hat das denn fabriziert
negative	welcher spast hat das denn fabriziert
negative	welcher esel hat das denn fabriziert
negative	welcher armleuchter hat das denn fabriziert
negative	welcher hein blöd hat das denn fabriziert
negative	welcher trübe tasse hat das denn fabriziert
negative	welcher torfkopf hat das denn fabriziert
negative	welcher vollspast hat das denn fabriziert
negative	welcher hornochse hat das denn fabriziert
negative	welcher dummes huhn hat das denn fabriziert
negative	welcher tepp hat das denn fabriziert
negative	welcher spacko hat das denn fabriziert
negative	welcher dummes schaf hat das denn fabriziert
negative	welcher geistige null hat das denn fabriziert
negative	welcher denkzwerg hat das denn fabriziert
negative	welcher armer im geiste hat das denn fabriziert
negative	welcher flachwichser hat das denn fabriziert
negative	welcher hohlfigur hat das denn fabriziert
negative	welcher vollhorst hat das denn fabriziert
negative	ich würde gern dich nicht
negative	ich will gern dich nicht
negative	ich möchte gern dich nicht
negative	ich will dich nicht
negative	ich möchte dich nicht
negative	ich würde gern das nicht
negative	ich will gern das nicht
negative	ich möchte gern das nicht
negative	ich mag das nicht
negative	ich würde gern nicht mehr
negative	ich will gern nicht mehr
negative	ich möchte gern nicht mehr
negative	ich möchte nicht mehr
negative	ich mag nicht mehr
positive	das würde gern ich
positive	das will gern ich
positive	das möchte gern ich
positive	das will ich
positive	das möchte ich
negative	das würde gern ich nicht
negative	das will gern ich nicht
negative	das möchte gern ich nicht
negative	das will ich nicht
negative	das möchte ich nicht
positive	ich würde gern dich
positive	ich will gern dich
positive	ich möchte gern dich
positive	ich will dich
positive	ich möchte dich
positive	ich würde gern dich anna
positive	ich will gern dich anna
positive	ich möchte gern dich anna
positive	ich will dich anna
positive	ich möchte dich anna
negative	du bist ein dämlicher arsch
negative	du bist ein dämlicher roboter
negative	du dämlicher arsch
negative	das ist ja mal schlecht
negative	das ist ja mal nicht gut
negative	das ist ja mal gar nicht gut
negative	das ist gar nicht gut
negative	das ist mies
negative	du bist schlecht
negative	du bist nicht gut
negative	du bist gar nicht gut
negative	du bist so richtig schlecht
negative	du bist so richtig nicht gut
negative	du bist so richtig gar nicht gut
negative	du schlechter arsch
negative	du nicht guter arsch
negative	du gar nicht guter arsch
negative	das ist echt nicht gut
negative	das ist echt gar nicht gut
negative	das ist echt mies
negative	das ist wirklich nicht gut
negative	das ist wirklich gar nicht gut
negative	das ist wirklich mies
negative	bist du ein wixerloch
negative	bist du ein wichserloch
negative	bist du ein hurensohnloch
negative	bist du ein idiotloch
negative	bist du ein vollidiotloch
negative	bist du ein arschlochloch
negative	bist du ein oberaruserphrasesschloch
negative	das ding ist im wixer
negative	das ding ist im wichser
negative	das ding ist im hurensohn
negative	das ding ist im idiot
negative	das ding ist im vollidiot
negative	das ding ist im arschloch
negative	das ding ist im oberaruserphrasessch
negative	das teil ist für den wixer
negative	das teil ist für den wichser
negative	das teil ist für den hurensohn
negative	das teil ist für den idiot
negative	das teil ist für den vollidiot
negative	das teil ist für den arschloch
negative	das teil ist für den oberaruserphrasessch
negative	der ist echt fürn wixer
negative	der ist echt fürn wichser
negative	der ist echt fürn hurensohn
negative	der ist echt fürn idiot
negative	der ist echt fürn vollidiot
negative	der ist echt fürn arschloch
negative	der ist echt fürn oberaruserphrasessch
negative	du bist doof du wixer
negative	du bist doof du wichser
negative	du bist doof du hurensohn
negative	du bist doof du idiot
negative	du bist doof du vollidiot
negative	du bist doof du arschloch
negative	du bist doof du oberaruserphrasessch
negative	du bist ein wixer
negative	du bist ein wichser
negative	du bist ein hurensohn
negative	du bist ein arschloch
negative	du bist ein oberaruserphrasessch
negative	du bist ein dummer wixer
negative	du bist ein dummer wichser
negative	du bist ein dummer hurensohn
negative	du bist ein dummer idiot
negative	du bist ein dummer vollidiot
negative	du bist ein dummer arschloch
negative	du bist ein dummer oberaruserphrasessch
negative	du bist ein riesen wixer
negative	du bist ein riesen wichser
negative	du bist ein riesen hurensohn
negative	du bist ein riesen idiot
negative	du bist ein riesen vollidiot
negative	du bist ein riesen arschloch
negative	du bist ein riesen oberaruserphrasessch
negative	du dummer wixer
negative	du dummer wichser
negative	du dummer hurensohn
negative	du dummer idiot
negative	du dummer vollidiot
negative	du dummer arschloch
negative	du dummer oberaruserphrasessch
negative	du arsch
negative	du wixer
negative	du wichser
negative	du idiot
negative	du vollidiot
negative	du arschloch
negative	du oberaruserphrasessch
negative	du mieser wixer
negative	du mieser wichser
negative	du mieser hurensohn
negative	du mieser idiot
negative	du mieser vollidiot
negative	du mieser arschloch
negative	du mieser oberaruserphrasessch
negative	lass mich in ruhe doofer wixer
negative	lass mich in ruhe doofer wichser
negative	lass mich in ruhe doofer hurensohn
negative	lass mich in ruhe doofer idiot
negative	lass mich in ruhe doofer vollidiot
negative	lass mich in ruhe doofer arschloch
negative	lass mich in ruhe doofer oberaruserphrasessch
negative	verpisse dich du wixer
negative	verpisse dich du wichser
negative	verpisse dich du hurensohn
negative	verpisse dich du idiot
negative	verpisse dich du vollidiot
negative	verpisse dich du arschloch
negative	verpisse dich du oberaruserphrasessch
positive	du bist kein wixer
positive	du bist kein wichser
positive	du bist kein hurensohn
positive	du bist kein idiot
positive	du bist kein vollidiot
positive	du bist kein arschloch
positive	du bist kein oberaruserphrasessch
positive	du bist echt kein wixer
positive	du bist echt kein wichser
positive	du bist echt kein hurensohn
positive	du bist echt kein idiot
positive	du bist echt kein vollidiot
positive	du bist echt kein arschloch
positive	du bist echt kein oberaruserphrasessch
negative	du bist ein blöder arsch
negative	du bist ein nerviger arsch
negative	du bist ein idiotischer arsch
negative	du bist ein blöder roboter
negative	du bist ein nerviger roboter
negative	du bist ein idiotischer roboter
negative	du blöder arsch
negative	du nerviger arsch
negative	du idiotischer arsch
negative	du störst mich
negative	du störst mich extrem
negative	du störst mich gewaltig
negative	du störst mich so richtig
negative	höre auf so nervend zu sein
negative	höre auf so anstrengend zu sein
negative	höre auf so stressvoll zu sein
negative	warum bist du so nervend
negative	warum bist du so stressig
negative	warum bist du so stressvoll
negative	du bist panne
negative	du bist dümmlich
negative	du bist bescheuert
negative	du bist dusselig
negative	du bist beschränkt
negative	du bist panne du arsch
negative	du bist dümmlich du arsch
negative	du bist bescheuert du arsch
negative	du bist dusselig du arsch
negative	du bist beschränkt du arsch
negative	lass mich in ruhe panneer arsch
negative	lass mich in ruhe dümmlicher arsch
negative	lass mich in ruhe bescheuerter arsch
negative	lass mich in ruhe dusseliger arsch
negative	lass mich in ruhe beschränkter arsch
negative	so ein panneer kack
negative	so ein dümmlicher kack
negative	so ein bescheuerter kack
negative	so ein dusseliger kack
negative	so ein beschränkter kack
negative	warum bist du so panne
negative	warum bist du so dümmlich
negative	warum bist du so bescheuert
negative	warum bist du so dusselig
negative	warum bist du so beschränkt
negative	du bist ein doofer arsch
negative	du bist ein doofer roboter
negative	du doofer arsch
negative	lass mich in ruhe dummer arsch
negative	lass mich in ruhe blöder arsch
negative	so ein dummer kack
negative	so ein blöder kack
negative	du bist ein dümmlicher arsch
negative	du bist ein bescheuerter arsch
negative	du bist ein dussliger arsch
negative	du bist ein beschränkter arsch
negative	du bist ein dümmlicher roboter
negative	du bist ein bescheuerter roboter
negative	du bist ein dussliger roboter
negative	du bist ein beschränkter roboter
negative	du dümmlicher arsch
negative	du bescheuerter arsch
negative	du dussliger arsch
negative	du beschränkter arsch
negative	lass mich in ruhe dussliger arsch
negative	so ein dussliger kack
negative	das ist ja mal fies
negative	das ist ja mal übel
negative	du bist fies
negative	du bist übel
negative	du bist so richtig fies
negative	du bist so richtig übel
negative	du fieser arsch
negative	du übeler arsch
negative	du übler arsch
negative	das ist nicht großartig
negative	das ist nicht fantastisch
negative	das ist nicht super
negative	das ist nicht ultrakrass
negative	das ist nicht abgefahren
negative	das ist nicht cool
negative	das ist nicht genial
negative	das ist nicht grandios
positive	das ist echt großartig
positive	das ist echt fantastisch
positive	das ist echt super
positive	das ist echt ultrakrass
positive	das ist echt abgefahren
positive	das ist echt cool
positive	das ist echt genial
positive	das ist echt grandios
positive	das ist echt großartig von dir
positive	das ist echt fantastisch von dir
positive	das ist echt super von dir
positive	das ist echt ultrakrass von dir
positive	das ist echt abgefahren von dir
positive	das ist echt cool von dir
positive	das ist echt genial von dir
positive	das ist echt grandios von dir
positive	das ist ja großartig
positive	das ist ja fantastisch
positive	das ist ja super
positive	das ist ja ultrakrass
positive	das ist ja abgefahren
positive	das ist ja cool
positive	das ist ja genial
positive	das ist ja grandios
positive	das ist ja voll großartig
positive	das ist ja voll fantastisch
positive	das ist ja voll super
positive	das ist ja voll ultrakrass
positive	das ist ja voll abgefahren
positive	das ist ja voll cool
positive	das ist ja voll genial
positive	das ist ja voll grandios
positive	das ist großartig
positive	das ist fantastisch
positive	das ist super
positive	das ist ultrakrass
positive	das ist abgefahren
positive	das ist cool
positive	das ist genial
positive	das ist grandios
positive	du bist fantastisch
positive	du bist super
positive	du bist ultrakrass
positive	du bist abgefahren
positive	du bist cool
positive	du bist genial
positive	du bist grandios
positive	du bist großartig anna
positive	du bist fantastisch anna
positive	du bist super anna
positive	du bist ultrakrass anna
positive	du bist abgefahren anna
positive	du bist cool anna
positive	du bist genial anna
positive	du bist grandios anna
positive	großartig das du das kannst
positive	fantastisch das du das kannst
positive	super das du das kannst
positive	ultrakrass das du das kannst
positive	abgefahren das du das kannst
positive	cool das du das kannst
positive	genial das du das kannst
positive	grandios das du das kannst
positive	großartig das du das machst
positive	fantastisch das du das machst
positive	super das du das machst
positive	ultrakrass das du das machst
positive	abgefahren das du das machst
positive	cool das du das machst
positive	genial das du das machst
positive	grandios das du das machst
positive	du bist schlau
positive	du bist clever
positive	du bist schlau anna
positive	du bist clever anna
positive	du bist aber lieblich
positive	du bist aber gut aussehend
positive	du bist aber herrlich
positive	du bist aber allerliebst
positive	du bist aber schön anzusehen
positive	du bist aber reizend
positive	du bist aber attraktiv
positive	du bist lieblich
positive	du bist gut aussehend
positive	du bist herrlich
positive	du bist allerliebst
positive	du bist schön anzusehen
